"location_id","location_type__001","location_type__002","location_type__003","location_type__004","open_soon","latitude","longitude"
"dc13291","destination charger","","","","0","37.2651680000","-80.0321800000"
"dc14207","destination charger","","","","0","46.7158370000","-117.1666260000"
"dc14634","destination charger","","","","0","36.3051260000","-95.3196710000"
"dc13728","destination charger","","","","0","40.0850370000","-76.2039750000"
"dc4589","destination charger","","","","0","37.9918800000","-78.1652770000"
"dc13102","destination charger","","","","0","45.5688690000","-73.4422530000"
"dc12743","destination charger","","","","0","40.8108840000","-77.8327970000"
"dc12925","destination charger","","","","0","32.8484730000","-96.7605000000"
"dc13090","destination charger","","","","0","37.7436730000","-122.4376970000"
"dc13812","destination charger","","","","0","38.8666230000","-119.9997220000"
"dc2741","destination charger","","","","0","26.3536370000","-81.8556960000"
"dc13007","destination charger","","","","0","44.7052400000","-67.3985180000"
"dc13001","destination charger","","","","0","35.0910290000","-111.6959700000"
"dc13376","destination charger","","","","0","28.3259930000","-81.6272640000"
"dc13238","destination charger","","","","0","44.5811880000","-72.6223450000"
"dc13752","destination charger","","","","0","39.1893000000","-121.0667990000"
"dc14438","destination charger","","","","0","34.4721840000","-77.4645390000"
"dc14365","destination charger","","","","0","38.6569540000","-122.9479390000"
"chengduaipusupercharger","supercharger","standard charger","","","0","30.7145820000","104.0094760000"
"yaanyuduhotelsupercharger","supercharger","standard charger","","","0","29.9898320000","103.0069120000"
"beijinggoldenport","store","","","","0","39.9042110000","116.4073950000"
"wertheimsupercharger","supercharger","standard charger","","","0","49.7707760000","9.5762520000"
"cedarspringsroad","service","","","","0","32.8323971000","-96.8375432000"
"chateauroux","supercharger","standard charger","","","0","46.8630470000","1.7160280000"
"dc1491","destination charger","standard charger","","","0","60.2272650000","9.5198140000"
"dc1493","destination charger","standard charger","","","0","60.5222510000","8.1971520000"
"dc1546","destination charger","standard charger","","","0","59.0496400000","10.0206260000"
"dc9531","destination charger","standard charger","","","0","45.5163730000","4.8673590000"
"dc9533","destination charger","standard charger","","","0","45.8895210000","6.1360220000"
"dc9731","destination charger","standard charger","","","0","43.1923950000","6.6477010000"
"dc9748","destination charger","standard charger","","","0","43.4854390000","-1.5563530000"
"dc9763","destination charger","standard charger","","","0","43.5884060000","11.1057130000"
"dc9804","destination charger","standard charger","","","0","44.7309730000","-0.5585570000"
"dc9828","destination charger","standard charger","","","0","45.4377120000","12.3174460000"
"dc9836","destination charger","standard charger","","","0","45.4691870000","9.1986470000"
"dc9841","destination charger","standard charger","","","0","45.4897170000","10.8993660000"
"dc9868","standard charger","destination charger","","","0","45.8054690000","15.9759060000"
"dc9915","destination charger","standard charger","","","0","46.6363810000","8.5948140000"
"dc9919","destination charger","standard charger","","","0","46.7468720000","11.2068110000"
"dc9921","destination charger","standard charger","","","0","46.7775320000","9.6693270000"
"dc9990","destination charger","standard charger","","","0","48.1394870000","11.5575920000"
"dc10024","destination charger","standard charger","","","0","48.8598940000","2.4032680000"
"dc10115","destination charger","standard charger","","","0","50.7123980000","2.0883990000"
"dc10143","destination charger","standard charger","","","0","50.8461870000","4.3512300000"
"dc10181","destination charger","standard charger","","","0","51.0546240000","3.7151430000"
"dc10197","destination charger","standard charger","","","0","51.2099990000","3.2239050000"
"dc10371","destination charger","standard charger","","","0","52.1129970000","4.2820580000"
"dc10483","destination charger","standard charger","","","0","52.3615870000","4.8834250000"
"dc10709","destination charger","standard charger","","","0","56.2833830000","-3.7519900000"
"dc10757","destination charger","standard charger","","","0","39.4662820000","-0.3246960000"
"dc10764","destination charger","standard charger","","","0","40.4221370000","-3.6843160000"
"dc10775","destination charger","standard charger","","","0","41.2348470000","1.8041060000"
"dc10783","destination charger","standard charger","","","0","41.6389390000","-0.9084570000"
"dc10787","destination charger","standard charger","","","0","42.1311790000","3.1213120000"
"dc10793","destination charger","standard charger","","","0","43.2485560000","5.7964320000"
"dc10795","destination charger","standard charger","","","0","43.5516850000","7.0246780000"
"dc10798","destination charger","standard charger","","","0","44.7170810000","3.2872880000"
"dc10803","destination charger","standard charger","","","0","45.4390600000","10.9899690000"
"dc10805","destination charger","standard charger","","","0","45.4700920000","9.1893720000"
"dc10807","destination charger","standard charger","","","0","45.5093470000","12.6546680000"
"dc10809","destination charger","standard charger","","","0","45.6872840000","10.6427020000"
"dc10811","destination charger","standard charger","","","0","45.7889910000","4.8201020000"
"dc10812","standard charger","destination charger","","","0","45.8930110000","8.5167660000"
"dc10815","destination charger","standard charger","","","0","46.2200950000","4.9897710000"
"dc10816","destination charger","standard charger","","","0","46.5277020000","10.1261720000"
"dc10826","destination charger","standard charger","","","0","46.9928130000","4.8805330000"
"dc10832","destination charger","standard charger","","","0","47.3725360000","8.5743030000"
"dc10838","destination charger","standard charger","","","0","48.4149870000","1.4645450000"
"dc10844","destination charger","standard charger","","","0","48.6578750000","-1.9994890000"
"dc10847","destination charger","standard charger","","","0","48.8710910000","2.3010340000"
"dc10849","destination charger","standard charger","","","0","49.3414340000","-0.7681000000"
"dc10853","destination charger","standard charger","","","0","49.6077920000","1.5317080000"
"dc10862","destination charger","standard charger","","","0","50.9668210000","10.3058740000"
"dc10868","destination charger","standard charger","","","0","51.2832190000","-0.7765740000"
"dc10900","destination charger","standard charger","","","0","51.5352970000","-0.6050290000"
"dc10981","destination charger","standard charger","","","0","52.9664150000","6.6753490000"
"dc11005","destination charger","standard charger","","","0","54.4790890000","9.0469330000"
"dc11024","destination charger","standard charger","","","0","46.0927410000","7.2332580000"
"dc11040","destination charger","standard charger","","","0","47.7688320000","-3.2819890000"
"dc11066","destination charger","standard charger","","","0","43.3964460000","-1.6567170000"
"dc11067","destination charger","standard charger","","","0","45.7752630000","0.6432600000"
"dc11151","destination charger","standard charger","","","0","46.7573230000","8.1348350000"
"dc11313","destination charger","standard charger","","","0","51.5647670000","3.4995760000"
"dc11379","standard charger","destination charger","","","0","51.9224280000","4.4715890000"
"dc11380","destination charger","standard charger","","","0","50.8487640000","5.6835890000"
"dc11520","destination charger","standard charger","","","0","52.8102360000","1.4984290000"
"dc11522","destination charger","standard charger","","","0","50.4591960000","-4.2414830000"
"dc11544","destination charger","standard charger","","","0","51.0983750000","-3.0494150000"
"dc11552","destination charger","standard charger","","","0","54.3526930000","-2.9126370000"
"dc11555","destination charger","standard charger","","","0","52.9848630000","-3.9664850000"
"dc11556","destination charger","standard charger","","","0","54.4371590000","-3.0398140000"
"dc11559","destination charger","standard charger","","","0","52.6131050000","1.7376790000"
"dc11606","destination charger","standard charger","","","0","45.2822550000","11.7632080000"
"dc11612","destination charger","standard charger","","","0","43.6836650000","11.1938840000"
"dc11625","destination charger","standard charger","","","0","50.4681630000","-5.0297700000"
"dc11626","destination charger","standard charger","","","0","50.4694720000","-5.0287140000"
"dc11672","destination charger","standard charger","","","0","59.6198410000","17.7112850000"
"dc11673","destination charger","standard charger","","","0","57.6973300000","11.9890500000"
"dc11699","standard charger","destination charger","","","0","46.8193440000","9.2654210000"
"dc11731","destination charger","standard charger","","","0","55.3810260000","10.3947670000"
"dc11738","destination charger","standard charger","","","0","51.0709710000","0.0410440000"
"dc11753","destination charger","standard charger","","","0","57.5286880000","-5.5281820000"
"dc11885","destination charger","standard charger","","","0","47.3298470000","1.0669860000"
"dc11888","destination charger","standard charger","","","0","60.5359940000","8.2083080000"
"dc11921","destination charger","standard charger","","","0","48.0251640000","15.2787090000"
"dc11964","destination charger","standard charger","","","0","53.9737730000","-1.4926440000"
"dc11968","standard charger","destination charger","","","0","51.8544460000","-0.3979600000"
"dc11984","destination charger","standard charger","","","0","47.6512600000","12.3378920000"
"dc11987","destination charger","standard charger","","","0","52.0658130000","4.3593720000"
"dc12026","destination charger","standard charger","","","0","45.9230830000","6.8675420000"
"dc12028","destination charger","standard charger","","","0","53.0991980000","4.7670780000"
"dc12059","destination charger","standard charger","","","0","63.3830500000","13.1774100000"
"dc12061","destination charger","standard charger","","","0","58.7214320000","11.3453140000"
"dc12062","destination charger","standard charger","","","0","59.3723400000","18.0027900000"
"dc12064","destination charger","standard charger","","","0","58.8880580000","5.6214030000"
"dc12117","destination charger","standard charger","","","0","42.6471250000","2.3871460000"
"dc12144","destination charger","standard charger","","","0","55.3741160000","13.1471430000"
"dc12169","destination charger","standard charger","","","0","59.6504140000","6.8179830000"
"dc12230","destination charger","standard charger","","","0","41.3705890000","2.1708550000"
"dc12232","destination charger","standard charger","","","0","40.4063710000","-3.6695280000"
"dc12234","destination charger","standard charger","","","0","58.8854520000","5.6047880000"
"dc12238","destination charger","standard charger","","","0","46.6279740000","13.6747890000"
"dc12240","destination charger","standard charger","","","0","59.4346600000","17.7861300000"
"dc12248","destination charger","standard charger","","","0","47.9709000000","16.2105630000"
"dc12262","destination charger","standard charger","","","0","59.8795540000","8.7380180000"
"dc12289","destination charger","standard charger","","","0","54.3146900000","8.9385600000"
"dc12290","destination charger","standard charger","","","0","44.5023360000","11.3448730000"
"dc12309","destination charger","standard charger","","","0","51.2183260000","6.7858370000"
"dc12349","destination charger","standard charger","","","0","53.5307110000","10.3409480000"
"dc12354","destination charger","standard charger","","","0","47.4809820000","8.3150990000"
"dc12421","destination charger","standard charger","","","0","37.9897500000","-1.1167930000"
"dc12501","destination charger","standard charger","","","0","54.8921570000","8.3676300000"
"dc12684","destination charger","standard charger","","","0","50.6449820000","5.5677030000"
"dc12704","destination charger","standard charger","","","0","46.7972560000","10.2989540000"
"dc12708","destination charger","standard charger","","","0","51.4086400000","-0.9540650000"
"dc12755","destination charger","standard charger","","","0","43.7471140000","4.7951820000"
"dc12760","destination charger","standard charger","","","0","46.1725240000","8.7950670000"
"dc12830","destination charger","standard charger","","","0","45.9686910000","12.1356240000"
"dc13113","destination charger","standard charger","","","0","57.1163710000","8.6071670000"
"dc13114","destination charger","standard charger","","","0","56.8734240000","9.3952910000"
"dc13152","destination charger","standard charger","","","0","51.3433860000","12.3768840000"
"dc13155","destination charger","standard charger","","","0","48.6914300000","9.1936450000"
"dc13190","destination charger","standard charger","","","0","40.9589910000","-5.6657370000"
"dc13253","destination charger","standard charger","","","0","45.6775600000","9.7723490000"
"dc13269","destination charger","standard charger","","","0","49.4931840000","11.0797640000"
"dc13317","destination charger","standard charger","","","0","46.4832560000","-1.7602430000"
"dc13362","destination charger","standard charger","","","0","48.8771460000","2.2970830000"
"dc13415","destination charger","standard charger","","","0","51.4993950000","-0.1632340000"
"dc13447","destination charger","standard charger","","","0","45.0011410000","-1.1709000000"
"dc13453","destination charger","standard charger","","","0","45.5240440000","9.0377190000"
"dc13555","destination charger","standard charger","","","0","50.4928560000","5.8633680000"
"dc13556","destination charger","standard charger","","","0","50.0269870000","5.3735260000"
"dc13598","destination charger","standard charger","","","0","66.5013390000","25.7344530000"
"dc13599","destination charger","standard charger","","","0","55.6729810000","12.5482670000"
"dc13615","destination charger","standard charger","","","0","41.9197290000","12.4536580000"
"dc13616","destination charger","standard charger","","","0","44.7121150000","8.8241480000"
"dc13734","destination charger","standard charger","","","0","51.5023670000","-0.0737390000"
"dc13735","destination charger","standard charger","","","0","51.5165930000","-0.1442970000"
"dc13736","destination charger","standard charger","","","0","51.5179330000","-0.1455370000"
"dc13864","destination charger","standard charger","","","0","61.5485630000","9.9662660000"
"dc13902","standard charger","destination charger","","","0","51.2214120000","6.7835340000"
"dc13904","destination charger","standard charger","","","0","47.5156760000","12.4203680000"
"dc13932","destination charger","standard charger","","","0","46.2689720000","11.2214650000"
"dc13934","destination charger","standard charger","","","0","43.3215800000","-1.9806580000"
"dc14062","destination charger","standard charger","","","0","50.7217720000","-2.0034770000"
"dc14063","destination charger","standard charger","","","0","50.8558360000","-1.3168980000"
"dc14067","destination charger","standard charger","","","0","50.8969450000","-1.3882590000"
"dc14080","destination charger","standard charger","","","0","51.4669530000","-1.2064370000"
"dc14083","destination charger","standard charger","","","0","52.1998510000","0.1285610000"
"dc14126","destination charger","standard charger","","","0","60.3918030000","15.3834620000"
"dc14127","destination charger","standard charger","","","0","57.7043440000","11.9688830000"
"dc14149","destination charger","standard charger","","","0","46.6861870000","7.8571210000"
"dc14162","destination charger","standard charger","","","0","50.8373820000","12.9266760000"
"dc14164","destination charger","standard charger","","","0","47.5099990000","11.6958850000"
"dc14299","destination charger","standard charger","","","0","50.9404030000","6.9690180000"
"dc14403","destination charger","standard charger","","","0","51.0360760000","-3.0444470000"
"dc14496","destination charger","standard charger","","","0","41.6168490000","-4.4113450000"
"dc14604","destination charger","standard charger","","","0","45.2243200000","7.6572920000"
"dc14730","destination charger","standard charger","","","0","51.7636880000","-3.5212900000"
"dc14923","destination charger","standard charger","","","0","51.9792960000","-2.1717020000"
"dc15274","destination charger","standard charger","","","0","49.3398530000","-0.7688600000"
"dc13960","destination charger","","","","0","49.8798280000","-119.4784800000"
"dc12548","destination charger","","","","0","41.6614180000","-70.1250670000"
"dc15719","destination charger","","","","0","39.1866450000","-120.0958600000"
"dc13225","destination charger","standard charger","","","0","22.2882914000","114.1400876000"
"dc5977","destination charger","","","","0","44.8019890000","-85.4871710000"
"dc11878","destination charger","","","","0","30.4408600000","-84.2631140000"
"dc6494","destination charger","","","","0","38.9534370000","-119.7635890000"
"dc13088","destination charger","","","","0","40.8139530000","-74.4688940000"
"dc13369","destination charger","","","","0","36.4796100000","-118.8387570000"
"dc12809","destination charger","","","","0","34.2581260000","-85.1653910000"
"dc13696","destination charger","","","","0","43.4420910000","-79.7011880000"
"dc13360","destination charger","","","","0","38.5030810000","-123.0019550000"
"dc13637","destination charger","","","","0","44.9735250000","-70.6464350000"
"dc14698","destination charger","","","","0","27.4666400000","-82.6993140000"
"dc4706","destination charger","","","","0","35.2084690000","-82.2334560000"
"dc14470","destination charger","","","","0","33.7626330000","-84.3896290000"
"dc14351","destination charger","","","","0","28.3715320000","-81.2787640000"
"dc13814","destination charger","","","","0","32.9118560000","-96.4450930000"
"dc13962","destination charger","","","","0","45.5865090000","-73.2343930000"
"dc13169","destination charger","","","","0","38.8566000000","-107.6150000000"
"dc13717","destination charger","","","","0","35.6364180000","-120.8596740000"
"dc14374","destination charger","","","","0","45.0988110000","-72.8103170000"
"dc14962","destination charger","","","","0","30.2910850000","-97.8587170000"
"dc2703","destination charger","","","","0","28.8780490000","-82.5798390000"
"dc11495","destination charger","","","","0","26.1231490000","-80.1049810000"
"dc12966","destination charger","","","","0","51.1837070000","-114.4535230000"
"dc13981","destination charger","","","","0","26.5991150000","-81.8447390000"
"dc13915","destination charger","","","","0","40.6903190000","-89.5916380000"
"dc12266","destination charger","","","","0","34.1503350000","-117.2290940000"
"dc12842","destination charger","","","","0","35.0708750000","-80.8420910000"
"dc13283","destination charger","","","","0","41.2387600000","-85.8196590000"
"kostomlotysupercharger","supercharger","standard charger","","","0","51.0369460000","16.5832940000"
"ticino","store","","","","0","46.0036778000","8.9510520000"
"alpharetta","store","","","","0","34.0707910000","-84.2760710000"
"suzhouwuzhongsupercharger","supercharger","standard charger","","","0","31.2027990000","120.5574420000"
"hawthornesupercharger","supercharger","standard charger","","","0","38.5339390000","-118.6230800000"
"dc14397","destination charger","standard charger","","","0","-27.5512010000","152.3350970000"
"dc14640","destination charger","standard charger","","","0","-31.9555550000","115.8603570000"
"dc11582","destination charger","standard charger","","","0","-33.9326010000","151.1807240000"
"dc14445","destination charger","standard charger","","","0","-34.9768390000","116.7307390000"
"dc5996","destination charger","standard charger","","","0","-26.3868920000","153.0883070000"
"dc14639","destination charger","standard charger","","","0","-38.4744490000","145.0192020000"
"dc15035","destination charger","standard charger","","","0","-34.6556520000","150.8104030000"
"dc11052","destination charger","standard charger","","","0","-36.2501160000","143.8732740000"
"dc14618","destination charger","standard charger","","","0","-33.9034370000","151.2149470000"
"dc11194","destination charger","standard charger","","","0","-33.6760720000","150.2809190000"
"dc14415","destination charger","standard charger","","","0","-33.9505340000","115.0687180000"
"dc14465","destination charger","standard charger","","","0","-34.9241190000","117.7905300000"
"dc14298","destination charger","standard charger","","","0","-35.3227216000","150.4820146000"
"dc15628","destination charger","standard charger","","","0","-35.3250560000","150.4763780000"
"kunshansupercharger","supercharger","standard charger","","","0","31.4039360000","120.8929060000"
"beijingyouthroadsubwaysupercharger","supercharger","standard charger","","","0","39.9226340000","116.5161510000"
"renosupercharger","supercharger","standard charger","","","1","39.5296329000","-119.8138027000"
"luxembourgthionville","store","service","","","0","49.5897420000","6.1411570000"
"harrisburgsupercharger","supercharger","standard charger","","","0","40.2771340000","-76.8232550000"
"temeculasupercharger","supercharger","standard charger","","","0","33.5242100000","-117.1525680000"
"shreveportsupercharger","supercharger","standard charger","","","0","32.4785940000","-93.7543700000"
"leonbergsupercharger","supercharger","standard charger","","","0","48.7850790000","9.0177130000"
"grimsbysupercharger","supercharger","standard charger","","","0","43.2096970000","-79.6008610000"
"dc10789","destination charger","standard charger","","","0","42.8217760000","-1.5792540000"
"dc10820","destination charger","standard charger","","","0","46.5752790000","11.6728220000"
"dc10821","destination charger","standard charger","","","0","46.5744630000","11.6716480000"
"dc11119","destination charger","standard charger","","","0","51.0522230000","13.7353930000"
"dc11298","standard charger","destination charger","","","0","50.0748070000","6.0452320000"
"dc11553","destination charger","standard charger","","","0","54.4146290000","-2.9508270000"
"dc11814","destination charger","standard charger","","","0","54.1434800000","11.8431970000"
"dc11887","destination charger","standard charger","","","0","47.1158520000","8.1949090000"
"dc11920","destination charger","standard charger","","","0","55.0144850000","8.4288800000"
"dc13047","destination charger","standard charger","","","0","50.7289860000","4.5136930000"
"dc13794","destination charger","standard charger","","","0","46.8717860000","11.0299860000"
"dc13968","destination charger","standard charger","","","0","51.2193400000","4.4217420000"
"dc645","destination charger","","","","0","40.5782860000","-124.1529260000"
"dc10990","destination charger","","","","0","30.0439800000","-95.4318360000"
"dc6455","destination charger","","","","0","38.5657990000","-122.5567720000"
"dc4073","destination charger","","","","0","40.7026503000","-75.2074300000"
"dc545","destination charger","","","","0","47.6049041000","-122.3361893000"
"dc12922","destination charger","","","","0","35.1110980000","-83.0991450000"
"dc12946","destination charger","","","","0","37.9357180000","-107.8467590000"
"dc11620","destination charger","","","","0","30.6741826000","-88.1292026000"
"dc13979","destination charger","","","","0","42.4647910000","-71.2993370000"
"dc13944","destination charger","","","","0","41.6024470000","-87.8346530000"
"dc13023","destination charger","","","","0","33.6947450000","-117.8587230000"
"dc5018","destination charger","","","","0","39.5297510000","-119.8148750000"
"dc14360","destination charger","","","","0","35.4831740000","-83.3160040000"
"dc12774","destination charger","","","","0","45.2946550000","-123.0513180000"
"dc12688","destination charger","","","","0","41.1181930000","-74.1146010000"
"dc13226","destination charger","","","","0","39.4709450000","-79.3587780000"
"dc13245","destination charger","","","","0","33.7822040000","-116.3573330000"
"dc13145","destination charger","","","","0","45.0807670000","-67.0551700000"
"dc13262","destination charger","","","","0","44.4631700000","-118.7097540000"
"dc14563","destination charger","","","","0","33.5302740000","-117.7738110000"
"dc14186","destination charger","","","","0","35.8026130000","-83.5685540000"
"dc14187","destination charger","","","","0","35.8214950000","-83.5783990000"
"dc2380","destination charger","","","","0","28.3385830000","-80.6078350000"
"dc13851","destination charger","","","","0","43.4470710000","-93.3521680000"
"dc14596","destination charger","","","","0","38.1870130000","-119.2041920000"
"dc5209","destination charger","","","","0","39.5775730000","-84.2296150000"
"dc11624","destination charger","","","","0","32.9779890000","-117.2551560000"
"dc11149","destination charger","","","","0","34.9374316000","-83.3831738000"
"dc13194","destination charger","","","","0","51.2407300000","-121.9546680000"
"dc14777","destination charger","","","","0","40.7404580000","-73.9890370000"
"dc14779","destination charger","","","","0","40.7626780000","-73.9654470000"
"dc14780","destination charger","","","","0","40.7860990000","-73.9773030000"
"dc14781","destination charger","","","","0","40.7591270000","-73.9646840000"
"dc14786","destination charger","","","","0","40.7444670000","-73.9906620000"
"dc14790","destination charger","","","","0","40.7176860000","-74.0106130000"
"dc14791","destination charger","","","","0","40.7479620000","-73.9765690000"
"dc14795","destination charger","","","","0","40.7468510000","-73.9729010000"
"dc14797","destination charger","","","","0","40.7428210000","-73.9809130000"
"dc14799","destination charger","","","","0","40.7371220000","-73.9961190000"
"dc14800","destination charger","","","","0","40.7045140000","-74.0107400000"
"dc14801","destination charger","","","","0","40.7613900000","-73.9682690000"
"dc14802","destination charger","","","","0","40.7604620000","-73.9640860000"
"dc14810","destination charger","","","","0","40.7931580000","-73.9703190000"
"dc14811","destination charger","","","","0","40.7665540000","-73.9529050000"
"dc16874","destination charger","","","","0","40.7706010000","-73.9605310000"
"dc11498","destination charger","","","","0","38.6483230000","-90.3316850000"
"dc14903","destination charger","","","","0","30.1880070000","-97.6630240000"
"dc1125","destination charger","","","","0","44.4935861000","-72.7394156000"
"dc14794","destination charger","","","","0","40.7508440000","-73.9861880000"
"dc12148","destination charger","","","","0","34.0218510000","-84.3300590000"
"dc14429","destination charger","","","","0","34.6425340000","-120.4532130000"
"dc6146","destination charger","","","","0","33.7230510000","-116.3268200000"
"dc14033","destination charger","","","","0","43.4336750000","-71.9698800000"
"dc13748","destination charger","","","","0","49.0169530000","-122.7898550000"
"dc15032","destination charger","","","","0","40.6894570000","-73.9786060000"
"dc15122","destination charger","","","","0","29.9715770000","-90.0966550000"
"dc15156","destination charger","","","","0","36.7325140000","-119.7839300000"
"dc6444","destination charger","","","","0","39.5344340000","-119.7341780000"
"dc6454","destination charger","","","","0","38.4410260000","-122.3812900000"
"dc13809","destination charger","","","","0","39.0278670000","-122.5844760000"
"dc13836","destination charger","","","","0","41.5891730000","-74.7131630000"
"dc13990","destination charger","","","","0","32.0787080000","-81.0852200000"
"dc13380","destination charger","","","","0","53.5214360000","-113.6277570000"
"dc13009","destination charger","","","","0","44.0717930000","-111.4482010000"
"dc13543","destination charger","","","","0","35.6438970000","-120.6334930000"
"dc13149","destination charger","standard charger","","","0","22.2973557000","114.1735418000"
"dc14614","destination charger","standard charger","","","0","-38.0022970000","145.2504320000"
"dc14590","destination charger","standard charger","","","0","-29.4753410000","149.8456340000"
"dc16928","destination charger","standard charger","","","0","-27.8557670000","153.3514580000"
"dc16929","destination charger","standard charger","","","0","-27.7268310000","153.2447960000"
"aargau","store","","","","0","47.4784850000","8.3047490000"
"pocatellosupercharger","supercharger","standard charger","","","0","42.8996150000","-112.4352480000"
"westyellowstonesupercharger","supercharger","standard charger","","","0","44.6560890000","-111.0990220000"
"easthampton","store","","","","0","40.9645640000","-72.1869630000"
"maglianosabinasupercharger","supercharger","standard charger","","","0","42.3720850000","12.4717030000"
"hongkongwanchaiqreplaza","store","","","","0","22.2749540000","114.1722990000"
"tampainternationalplaza","store","","","","0","27.9640470000","-82.5216050000"
"dc541","destination charger","","","","0","44.9041600000","-79.3825080000"
"dc3419","destination charger","","","","0","35.5707816000","-120.7913841000"
"dc469","destination charger","","","","0","35.7997230000","-105.9219230000"
"dc12114","destination charger","","","","0","38.3664950000","-75.0719610000"
"dc13408","destination charger","","","","0","38.5119940000","-123.1934330000"
"dc5194","destination charger","","","","0","29.9758381000","-98.0922896000"
"dc13306","destination charger","","","","0","33.0814510000","-96.8177800000"
"dc15090","destination charger","","","","0","34.0376670000","-84.2902770000"
"dc15318","destination charger","","","","0","41.0930800000","-80.3286790000"
"dc14118","destination charger","","","","0","42.4363940000","-90.4503590000"
"dc14002","destination charger","","","","0","47.6367280000","-70.1517030000"
"dc14668","destination charger","","","","0","41.7090260000","-86.2522350000"
"dc11572","destination charger","","","","0","40.8093041000","-77.8352077000"
"dc3913","destination charger","","","","0","46.2563790000","-113.5222600000"
"dc5898","destination charger","","","","0","40.5219840000","-105.0230700000"
"dc12545","destination charger","","","","0","38.9472070000","-119.9454580000"
"dc15065","destination charger","standard charger","","","0","-34.9216770000","138.5984570000"
"dc15475","destination charger","standard charger","","","0","-27.4770720000","153.0203080000"
"dc15627","destination charger","standard charger","","","0","-27.3825630000","153.1203540000"
"dc15788","destination charger","standard charger","","","0","-37.6691330000","144.8515810000"
"splitcroatiasupercharger","supercharger","standard charger","","","0","43.5873660000","16.5764620000"
"minersupercharger","supercharger","standard charger","","","0","36.8935830000","-89.5339860000"
"cuernavacasupercharger","supercharger","standard charger","","","0","18.9348190000","-99.1922970000"
"tonopahsupercharger","supercharger","standard charger","","","0","38.0698010000","-117.2322430000"
"southamptonsupercharger","supercharger","standard charger","","","0","40.8919090000","-72.4269950000"
"strasbourgsupercharger","supercharger","standard charger","","","0","48.5340410000","7.7020540000"
"eriesupercharger","supercharger","standard charger","","","0","42.0496020000","-80.0863450000"
"shanghaigrandgatewaysupercharger","supercharger","standard charger","","","0","31.1939200000","121.4365010000"
"bristolgordanosupercharger","supercharger","standard charger","","","0","51.4772070000","-2.7063080000"
"dc14393","destination charger","","","","0","-34.7363080000","150.5340300000"
"dc14638","destination charger","standard charger","","","0","-30.5004460000","115.0691760000"
"dc13537","destination charger","standard charger","","","0","22.3361005000","114.1475439000"
"dc17017","destination charger","","","","0","20.9095620000","-100.7448630000"
"dc17346","destination charger","","","","0","19.4186300000","-99.1564840000"
"dc17348","destination charger","","","","0","19.4253920000","-99.1724280000"
"dc17397","destination charger","","","","0","20.6978820000","-103.3737360000"
"dc4701","destination charger","","","","0","45.7295380000","-121.8210660000"
"dc11139","destination charger","","","","0","45.3465290000","-79.1317820000"
"dc15002","destination charger","","","","0","37.7511510000","-92.3973590000"
"dc5169","destination charger","","","","0","29.8708932000","-96.4644899000"
"dc14782","destination charger","","","","0","40.7518470000","-73.9713480000"
"bernauamchiemseesupercharger","supercharger","standard charger","","","0","47.8144410000","12.3677680000"
"lindalesupercahrger","supercharger","standard charger","","","0","32.4708850000","-95.4504730000"
"vancouverwest4th","store","service","","","0","49.2678450000","-123.1418360000"
"dc9530","destination charger","standard charger","","","0","42.5560010000","8.7448830000"
"dc9736","destination charger","standard charger","","","0","43.2638640000","6.6695080000"
"dc9896","destination charger","standard charger","","","0","46.4951940000","7.6745050000"
"dc10422","destination charger","standard charger","","","0","52.2411930000","4.4299140000"
"dc10672","destination charger","standard charger","","","0","53.5639850000","9.9911750000"
"dc11780","destination charger","standard charger","","","0","49.4078280000","8.6952660000"
"dc14713","destination charger","standard charger","","","0","47.9237170000","12.5062150000"
"idaholfallssupercharger","supercharger","standard charger","","","0","43.4851520000","-112.0520500000"
"plattsburghsupercharger","supercharger","standard charger","","","0","44.7045370000","-73.4918290000"
"dc11163","destination charger","","","","0","35.2537380000","-120.7638920000"
"dc14381","destination charger","standard charger","","","0","-35.8426520000","150.1670260000"
"dc14615","destination charger","standard charger","","","0","-33.8062950000","150.9029330000"
"dc14869","destination charger","standard charger","","","0","-33.2981670000","151.4184550000"
"dc2705","destination charger","","","","0","36.5964450000","-87.2777960000"
"dc11581","destination charger","","","","0","40.4066955000","-120.6322662000"
"dc13089","destination charger","","","","0","49.4588470000","-120.5087540000"
"dc13251","destination charger","","","","0","33.8046770000","-117.9071290000"
"dc11891","destination charger","","","","0","37.2746767000","-79.9393021000"
"dc12605","destination charger","","","","0","32.4867950000","-82.9374450000"
"dc13706","destination charger","","","","0","44.2207310000","-70.5005730000"
"dc14978","destination charger","","","","0","32.8412560000","-83.6364970000"
"dc12639","destination charger","","","","0","39.2977860000","-102.6068790000"
"dc14912","destination charger","","","","0","45.5961630000","-80.3842350000"
"augustagasupercharger","supercharger","standard charger","","","0","33.5149850000","-82.0444600000"
"mouginssupercharger","supercharger","standard charger","","","0","43.6036590000","7.0111550000"
"dc17337","destination charger","standard charger","","","0","45.4638150000","9.1939810000"
"dc12527","destination charger","standard charger","","","0","46.4921540000","9.9034120000"
"dc13793","destination charger","standard charger","","","0","47.3114750000","11.1445810000"
"dc14469","destination charger","standard charger","","","0","43.5994710000","6.9913510000"
"dc15805","destination charger","standard charger","","","0","51.1705840000","6.9509960000"
"dc14886","destination charger","standard charger","","","0","44.1837500000","12.4226480000"
